"entryACCESSION","entrez_symbol","entryTYPE","OMIM","UNIPROT","ROLE","pathway","source","activity","deviation","label"
"kegg_5914","RARA","gene","180240|612376","P10276|Q6I9R7|F1D8N9|A8K840|A8MUP8","ONCOGENE","Acute myeloid leukemia|Pathways in cancer|Estrogen signaling pathway","KEGG",1,0,"RARA"
"kegg_5915","RARB","gene","180220|615524","F1D8S6|P10826|Q86UC5|Q5QHG3|Q3SB16",NA,"Pathways in cancer|Gastric cancer|Small cell lung cancer|Non-small cell lung cancer","KEGG",1,0,"RARB"
"kegg_5921","RASA1","gene","139150|605462|608354","P20936|Q59GK3","TUMOUR SUPPRESSOR","MAPK signaling pathway","KEGG",1,0,"RASA1"
"kegg_5922","RASA2","gene","601589","Q15283","TUMOUR SUPPRESSOR","MAPK signaling pathway","KEGG",1,0,"RASA2"
"kegg_5923","RASGRF1","gene","606600","Q8IUU5|A8K270|Q13972",NA,"Focal adhesion|MAPK signaling pathway","KEGG",1,0,"RASGRF1"
"kegg_5924","RASGRF2","gene","606614","O14827|Q68DX5",NA,"MAPK signaling pathway","KEGG",1,0,"RASGRF2"
"kegg_10125","RASGRP1","gene","603962|618534","B2RA89|O95267",NA,"Pathways in cancer|MAPK signaling pathway","KEGG",1,0,"RASGRP1"
"kegg_10235","RASGRP2","gene","605577|615888","Q7LDG7|B3KV60",NA,"Pathways in cancer|MAPK signaling pathway","KEGG",1,0,"RASGRP2"
"kegg_25780","RASGRP3","gene","609531","Q8IV61",NA,"Pathways in cancer|MAPK signaling pathway","KEGG",1,0,"RASGRP3"
"kegg_115727","RASGRP4","gene","607320","Q8TDF6",NA,"Pathways in cancer|MAPK signaling pathway","KEGG",1,0,"RASGRP4"
"kegg_11186","RASSF1","gene","605082","Q9NS23",NA,"Pathways in cancer|Bladder cancer|Non-small cell lung cancer","KEGG",1,0,"RASSF1"
"kegg_83593","RASSF5","gene","607020","A8K5F3|Q8WWW0",NA,"Pathways in cancer|Non-small cell lung cancer","KEGG",1,0,"RASSF5"
"kegg_5925","RB1","gene","109800|180200|182280|259500|614041","A0A024RDV3|P06400","TUMOUR SUPPRESSOR","Hepatocellular carcinoma|Small cell lung cancer|Glioma|Gastric cancer|Bladder cancer|Melanoma|Prostate cancer|Breast cancer|Chronic myeloid leukemia|Pathways in cancer|Pancreatic cancer|Cell cycle|Non-small cell lung cancer","KEGG",1,0,"RB1"
"kegg_5933","RBL1","gene","116957","P28749",NA,"Cell cycle|TGF-beta signaling pathway","KEGG",1,0,"RBL1"
"kegg_5934","RBL2","gene","180203|619690","Q08999",NA,"Cell cycle|PI3K-Akt signaling pathway","KEGG",1,0,"RBL2"
"kegg_3516","RBPJ","gene","147183|614814","Q06330",NA,"Notch signaling pathway","KEGG",1,0,"RBPJ"
"kegg_11317","RBPJL","gene","616104","Q5QPV1|Q9UBG7",NA,"Notch signaling pathway","KEGG",1,0,"RBPJL"
"kegg_9978","RBX1","gene","603814","P62877",NA,"Pathways in cancer|TGF-beta signaling pathway|Wnt signaling pathway|Cell cycle|HIF-1 signaling pathway","KEGG",1,0,"RBX1"
"kegg_25898","RCHY1","gene","607680","Q96PM5",NA,"p53 signaling pathway","KEGG",1,0,"RCHY1"
"kegg_83998","REG4","gene","609846","A0A024R0M1|Q9BYZ8",NA,"Gastric cancer","KEGG",1,0,"REG4"
"kegg_5970","RELA","gene","164014|618287","Q04206|A0A087X0W8","ONCOGENE","Apoptosis|Pancreatic cancer|Chronic myeloid leukemia|MAPK signaling pathway|HIF-1 signaling pathway|Acute myeloid leukemia|Pathways in cancer|Small cell lung cancer|cAMP signaling pathway|Prostate cancer|PI3K-Akt signaling pathway","KEGG",1,0,"RELA"
"kegg_5971","RELB","gene","604758|617585","Q01201|D6R992",NA,"MAPK signaling pathway","KEGG",1,0,"RELB"
"kegg_5649","RELN","gene","257320|600512|600514|616436","P78509",NA,"ECM-receptor interaction|PI3K-Akt signaling pathway|Focal adhesion","KEGG",1,0,"RELN"
"kegg_5979","RET","gene","142623|155240|162300|164761|171300|171400","P07949|A0A024R7T2","ONCOGENE","Pathways in cancer|Thyroid cancer|Calcium signaling pathway|Non-small cell lung cancer","KEGG",1,0,"RET"
"kegg_C00777","Retinoate","compound",NA,NA,NA,"Pathways in cancer|Small cell lung cancer|Gastric cancer|Non-small cell lung cancer","KEGG",1,0,"Retinoate"
"kegg_5986","RFNG","gene","602578","Q8N9R1|Q9Y644|F5H3H7",NA,"Notch signaling pathway","KEGG",1,0,"RFNG"
"kegg_56963","RGMA","gene","607362","A0A0A0MTQ4|Q96B86",NA,"TGF-beta signaling pathway","KEGG",1,0,"RGMA"
"kegg_285704","RGMB","gene","612687","J3KNF6|Q6NW40",NA,"TGF-beta signaling pathway","KEGG",1,0,"RGMB"
"kegg_6009","RHEB","gene","601293","A0A090N900|Q15382",NA,"PI3K-Akt signaling pathway|mTOR signaling pathway","KEGG",1,0,"RHEB"
"kegg_387","RHOA","gene","165390|618727","A0A024R324|P61586|C9JX21|B4DKN9|C9JRM1|Q9BVT0","ONCOGENE","Focal adhesion|TGF-beta signaling pathway|mTOR signaling pathway|cAMP signaling pathway|Adherens junction|Wnt signaling pathway|Pathways in cancer|Colorectal cancer","KEGG",1,0,"RHOA"
"kegg_253260","RICTOR","gene","609022","Q6R327",NA,"mTOR signaling pathway","KEGG",1,0,"RICTOR"
"kegg_8737","RIPK1","gene","603453|618108|618852","A0A024QZU0|Q13546",NA,"Apoptosis","KEGG",1,0,"RIPK1"
"kegg_220441","RNF152","gene","616512","Q8N8N0",NA,"mTOR signaling pathway","KEGG",1,0,"RNF152"
"kegg_54894","RNF43","gene","612482|617108","Q68DV7|J3KSE3","TUMOUR SUPPRESSOR","Wnt signaling pathway","KEGG",1,0,"RNF43"
"kegg_6093","ROCK1","gene","601702","Q13464",NA,"Focal adhesion|cAMP signaling pathway|TGF-beta signaling pathway","KEGG",1,0,"ROCK1"
"kegg_9475","ROCK2","gene","604002","O75116|Q14DU5",NA,"Wnt signaling pathway|Focal adhesion|cAMP signaling pathway","KEGG",1,0,"ROCK2"
"kegg_4919","ROR1","gene","602336|617654","Q01973",NA,"Wnt signaling pathway","KEGG",1,0,"ROR1"
"kegg_4920","ROR2","gene","113000|268310|602337","Q01974",NA,"Wnt signaling pathway","KEGG",1,0,"ROR2"
"kegg_56475","RPRM","gene","612171","Q9NS64",NA,"p53 signaling pathway","KEGG",1,0,"RPRM"
"kegg_6194","RPS6","gene","180460","A2A3R6|P62753",NA,"mTOR signaling pathway|HIF-1 signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"RPS6"
"kegg_6195","RPS6KA1","gene","601684","Q15418",NA,"MAPK signaling pathway|mTOR signaling pathway","KEGG",1,0,"RPS6KA1"
"kegg_6196","RPS6KA2","gene","601685","Q15349|X5D337|B7Z3B5",NA,"MAPK signaling pathway|mTOR signaling pathway","KEGG",1,0,"RPS6KA2"
"kegg_6197","RPS6KA3","gene","300075|300844|303600","P51812|B4DG22|B7ZB17","TUMOUR SUPPRESSOR","mTOR signaling pathway|MAPK signaling pathway","KEGG",1,0,"RPS6KA3"
"kegg_8986","RPS6KA4","gene","603606","O75676|E9PJN1|B4DPV1|A0PJF8",NA,"MAPK signaling pathway","KEGG",1,0,"RPS6KA4"
"kegg_9252","RPS6KA5","gene","603607","O75582",NA,"Pathways in cancer|Bladder cancer|MAPK signaling pathway","KEGG",1,0,"RPS6KA5"
"kegg_27330","RPS6KA6","gene","300303","Q9UK32",NA,"MAPK signaling pathway|mTOR signaling pathway","KEGG",1,0,"RPS6KA6"
"kegg_6198","RPS6KB1","gene","608938","P23443",NA,"Pathways in cancer|Colorectal cancer|Pancreatic cancer|Hepatocellular carcinoma|Gastric cancer|Acute myeloid leukemia|Breast cancer|HIF-1 signaling pathway|TGF-beta signaling pathway|mTOR signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"RPS6KB1"
"kegg_6199","RPS6KB2","gene","608939","Q9UBS0",NA,"Pathways in cancer|Colorectal cancer|Pancreatic cancer|Hepatocellular carcinoma|Gastric cancer|Acute myeloid leukemia|Breast cancer|mTOR signaling pathway|HIF-1 signaling pathway|PI3K-Akt signaling pathway|TGF-beta signaling pathway","KEGG",1,0,"RPS6KB2"
"kegg_57521","RPTOR","gene","607130","Q8N122|Q6DKI0",NA,"mTOR signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"RPTOR"
"kegg_10670","RRAGA","gene","612194","Q7L523",NA,"mTOR signaling pathway","KEGG",1,0,"RRAGA"
"kegg_10325","RRAGB","gene","300725","Q5VZM2",NA,"mTOR signaling pathway","KEGG",1,0,"RRAGB"
"kegg_64121","RRAGC","gene","608267","B4DQ03|B4DQG4|Q9HB90","ONCOGENE","mTOR signaling pathway","KEGG",1,0,"RRAGC"
"kegg_58528","RRAGD","gene","608268","Q9NQL2",NA,"mTOR signaling pathway","KEGG",1,0,"RRAGD"
"kegg_6237","RRAS","gene","165090","A0A024QZF2|P10301",NA,"MAPK signaling pathway|cAMP signaling pathway","KEGG",1,0,"RRAS"
"kegg_22800","RRAS2","gene","600098|618624","P62070","ONCOGENE","cAMP signaling pathway|MAPK signaling pathway","KEGG",1,0,"RRAS2"
"kegg_6241","RRM2","gene","180390","P31350",NA,"p53 signaling pathway","KEGG",1,0,"RRM2"
"kegg_50484","RRM2B","gene","268315|604712|612075|613077","Q7LG56",NA,"p53 signaling pathway","KEGG",1,0,"RRM2B"
"kegg_284654","RSPO1","gene","609595|610644","Q2MKA7",NA,"Wnt signaling pathway","KEGG",1,0,"RSPO1"
"kegg_340419","RSPO2","gene","610575|618021|618022","Q6UXX9|B3KVP3",NA,"Wnt signaling pathway","KEGG",1,0,"RSPO2"
"kegg_84870","RSPO3","gene","610574","Q9BXY4",NA,"Wnt signaling pathway","KEGG",1,0,"RSPO3"
"kegg_343637","RSPO4","gene","206800|610573","Q2I0M5",NA,"Wnt signaling pathway","KEGG",1,0,"RSPO4"
"kegg_861","RUNX1","gene","151385|601399|601626","Q01196",NA,"Pathways in cancer|Acute myeloid leukemia|Chronic myeloid leukemia","KEGG",1,0,"RUNX1"
"kegg_862","RUNX1T1","gene","133435","B2R6I9|Q06455|A0A087WWT6|A0A0A0MSU1|W8FW32",NA,"Pathways in cancer|Acute myeloid leukemia","KEGG",1,0,"RUNX1T1"
"kegg_8607","RUVBL1","gene","603449","Q9Y265|B3KRS7|E7ETR0",NA,"Wnt signaling pathway","KEGG",1,0,"RUVBL1"
"kegg_6256","RXRA","gene","180245","Q6P3U7|P19793|F1D8Q5","TUMOUR SUPPRESSOR","Non-small cell lung cancer|Pathways in cancer|Thyroid cancer|PPAR signaling pathway|Small cell lung cancer|Gastric cancer|PI3K-Akt signaling pathway","KEGG",1,0,"RXRA"
"kegg_6257","RXRB","gene","180246","A0A0S2Z570|P28702|A0A0G2JKR7|B7Z7J5|Q5STP9",NA,"Pathways in cancer|Gastric cancer|Thyroid cancer|Small cell lung cancer|Non-small cell lung cancer|PPAR signaling pathway","KEGG",1,0,"RXRB"
"kegg_6258","RXRG","gene","180247","A0A087WZ88|F1T097|P48443|F1D8Q7",NA,"Pathways in cancer|Gastric cancer|Thyroid cancer|Small cell lung cancer|Non-small cell lung cancer|PPAR signaling pathway","KEGG",1,0,"RXRG"
"kegg_6259","RYK","gene","600524","A0A087WUK1|P34925|Q59FQ5|Q8WTZ8|A0A096LNL3",NA,"Wnt signaling pathway","KEGG",1,0,"RYK"
"kegg_6261","RYR1","gene","117000|145600|180901|255310|255320|619542","P21817",NA,"Calcium signaling pathway","KEGG",1,0,"RYR1"
"kegg_6262","RYR2","gene","115000|180902|600996|604772","Q92736",NA,"cAMP signaling pathway|Calcium signaling pathway","KEGG",1,0,"RYR2"
"kegg_6263","RYR3","gene","180903","Q15413|A0A0U1RRH1",NA,"Calcium signaling pathway","KEGG",1,0,"RYR3"
"kegg_6319","SCD","gene","604031","O00767",NA,"PPAR signaling pathway","KEGG",1,0,"SCD"
"kegg_79966","SCD5","gene","608370|619086","Q86SK9|Q86UC8",NA,"PPAR signaling pathway","KEGG",1,0,"SCD5"
"kegg_6342","SCP2","gene","184755|613724","P22307|Q59HG9|E9PLD1|B2R761",NA,"PPAR signaling pathway","KEGG",1,0,"SCP2"
"kegg_6382","SDC1","gene","186355","P18827",NA,"ECM-receptor interaction","KEGG",1,0,"SDC1"
"kegg_6385","SDC4","gene","600017","P31431|B4E1S6","TUMOUR SUPPRESSOR","ECM-receptor interaction","KEGG",1,0,"SDC4"
"kegg_6396","SEC13","gene","600152","P55735|A8MWR8",NA,"mTOR signaling pathway","KEGG",1,0,"SEC13"
"kegg_81929","SEH1L","gene","609263","Q96EE3",NA,"mTOR signaling pathway","KEGG",1,0,"SEH1L"
"kegg_59343","SENP2","gene","608261","Q9HC62",NA,"Wnt signaling pathway","KEGG",1,0,"SENP2"
"kegg_5414","SEPTIN4","gene","603696","Q8NEP4|O43236",NA,"Apoptosis","KEGG",1,0,"SEPTIN4"
"kegg_C00780","Serotonin","compound",NA,NA,NA,"cAMP signaling pathway","KEGG",1,0,"Serotonin"
"kegg_5268","SERPINB5","gene","154790","A0A024R2B6|P36952",NA,"p53 signaling pathway","KEGG",1,0,"SERPINB5"
"kegg_5054","SERPINE1","gene","173360|613329","A0A024QYT5|P05121",NA,"p53 signaling pathway|HIF-1 signaling pathway","KEGG",1,0,"SERPINE1"
"kegg_5176","SERPINF1","gene","172860|613982","A0A140VKF3|P36955",NA,"Wnt signaling pathway","KEGG",1,0,"SERPINF1"
"kegg_27244","SESN1","gene","606103","Q9Y6P5",NA,"p53 signaling pathway","KEGG",1,0,"SESN1"
"kegg_83667","SESN2","gene","607767","P58004",NA,"p53 signaling pathway|mTOR signaling pathway","KEGG",1,0,"SESN2"
"kegg_143686","SESN3","gene","607768","P58005",NA,"p53 signaling pathway","KEGG",1,0,"SESN3"
"kegg_2810","SFN","gene","601290","P31947",NA,"Cell cycle|p53 signaling pathway","KEGG",1,0,"SFN"
"kegg_6422","SFRP1","gene","604156","Q8N474",NA,"Wnt signaling pathway","KEGG",1,0,"SFRP1"
"kegg_6423","SFRP2","gene","604157","A0A140VJU3|B3KSM5|Q96HF1",NA,"Wnt signaling pathway","KEGG",1,0,"SFRP2"
"kegg_6424","SFRP4","gene","265900|606570","Q6FHJ7",NA,"Wnt signaling pathway","KEGG",1,0,"SFRP4"
"kegg_6425","SFRP5","gene","604158","Q5T4F7",NA,"Wnt signaling pathway","KEGG",1,0,"SFRP5"
"kegg_6446","SGK1","gene","602958","O00141|B7Z325|E9PR89",NA,"mTOR signaling pathway|PI3K-Akt signaling pathway","KEGG",1,0,"SGK1"
"kegg_10110","SGK2","gene","607589","Q9HBY8",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"SGK2"
"kegg_23678","SGK3","gene","607591","A0A024R807|Q5H9Q5|Q96BR1|Q53EW6",NA,"PI3K-Akt signaling pathway","KEGG",1,0,"SGK3"
"kegg_9047","SH2D2A","gene","604514","Q5UBZ2|Q9NP31|Q5UBZ3",NA,"VEGF signaling pathway","KEGG",1,0,"SH2D2A"
"kegg_6464","SHC1","gene","600560","P29353",NA,"Hepatocellular carcinoma|Gastric cancer|Glioma|Chronic myeloid leukemia|Focal adhesion|Breast cancer|Estrogen signaling pathway","KEGG",1,0,"SHC1"
"kegg_25759","SHC2","gene","605217","P98077",NA,"Hepatocellular carcinoma|Gastric cancer|Glioma|Chronic myeloid leukemia|Breast cancer|Focal adhesion|VEGF signaling pathway|Estrogen signaling pathway","KEGG",1,0,"SHC2"
"kegg_53358","SHC3","gene","605263","Q92529",NA,"Hepatocellular carcinoma|Gastric cancer|Glioma|Chronic myeloid leukemia|Breast cancer|Focal adhesion|Estrogen signaling pathway","KEGG",1,0,"SHC3"
"kegg_399694","SHC4","gene","617372","Q6S5L8",NA,"Breast cancer|Hepatocellular carcinoma|Gastric cancer|Glioma|Chronic myeloid leukemia|Focal adhesion|Estrogen signaling pathway","KEGG",1,0,"SHC4"
"kegg_6469","SHH","gene","142945|147250|269160|600725|611638","Q15465",NA,"Pathways in cancer|Gastric cancer|Basal cell carcinoma|Hedgehog signaling pathway","KEGG",1,0,"SHH"
"kegg_51246","SHISA5","gene","607290","Q8N114|A0A024R2S8",NA,"p53 signaling pathway","KEGG",1,0,"SHISA5"
"kegg_6477","SIAH1","gene","602212|619314","Q8IUQ4",NA,"Wnt signaling pathway|p53 signaling pathway","KEGG",1,0,"SIAH1"
"kegg_10572","SIVA1","gene","605567","O15304",NA,"p53 signaling pathway","KEGG",1,0,"SIVA1"
"kegg_6500","SKP1","gene","601434","P63208",NA,"Pathways in cancer|Wnt signaling pathway|Cell cycle|TGF-beta signaling pathway","KEGG",1,0,"SKP1"
"kegg_6502","SKP2","gene","601436","Q13309|A0A024R069",NA,"Pathways in cancer|Small cell lung cancer|Cell cycle|mTOR signaling pathway","KEGG",1,0,"SKP2"
"kegg_83447","SLC25A31","gene","610796","Q9H0C2",NA,"Calcium signaling pathway","KEGG",1,0,"SLC25A31"
"kegg_291","SLC25A4","gene","103220|609283|615418|617184","A0A0S2Z3H3|P12235",NA,"Calcium signaling pathway","KEGG",1,0,"SLC25A4"
"kegg_292","SLC25A5","gene","300150","P05141|Q6NVC0",NA,"Calcium signaling pathway","KEGG",1,0,"SLC25A5"
"kegg_293","SLC25A6","gene","300151|403000","P12236|Q6I9V5",NA,"Calcium signaling pathway","KEGG",1,0,"SLC25A6"
"kegg_376497","SLC27A1","gene","600691","Q6PCB7",NA,"PPAR signaling pathway","KEGG",1,0,"SLC27A1"
"kegg_10999","SLC27A4","gene","604194|608649","A0A024R8D2|Q6P1M0",NA,"PPAR signaling pathway","KEGG",1,0,"SLC27A4"
"kegg_6513","SLC2A1","gene","138140|601042|606777|608885|612126|614847","P11166|Q59GX2",NA,"Pathways in cancer|Renal cell carcinoma|HIF-1 signaling pathway","KEGG",1,0,"SLC2A1"
"kegg_153129","SLC38A9","gene","616203","Q8NBW4|B3KVK8|A0A024QZR9",NA,"mTOR signaling pathway","KEGG",1,0,"SLC38A9"
"kegg_6520","SLC3A2","gene","158070","J3KPF3|P08195",NA,"mTOR signaling pathway","KEGG",1,0,"SLC3A2"
"kegg_8140","SLC7A5","gene","600182","Q01650",NA,"mTOR signaling pathway","KEGG",1,0,"SLC7A5"
"kegg_6546","SLC8A1","gene","182305","P32418|Q4QQH3",NA,"Calcium signaling pathway","KEGG",1,0,"SLC8A1"
"kegg_6543","SLC8A2","gene","601901","Q9UPR5",NA,"Calcium signaling pathway","KEGG",1,0,"SLC8A2"
"kegg_6547","SLC8A3","gene","607991","P57103|B3KU59",NA,"Calcium signaling pathway","KEGG",1,0,"SLC8A3"
"kegg_6548","SLC9A1","gene","107310|616291","B2RAH2|P19634",NA,"cAMP signaling pathway","KEGG",1,0,"SLC9A1"
"kegg_4086","SMAD1","gene","601595","Q15797",NA,"TGF-beta signaling pathway","KEGG",1,0,"SMAD1"
"kegg_4087","SMAD2","gene","601366|619656|619657","Q15796|Q53XR6|B7Z5N5","TUMOUR SUPPRESSOR","Hepatocellular carcinoma|Colorectal cancer|Pancreatic cancer|TGF-beta signaling pathway|Gastric cancer|Cell cycle|Pathways in cancer","KEGG",1,0,"SMAD2"
"kegg_4088","SMAD3","gene","603109|613795","P84022|A0A024R5Z3|Q9P0T0","TUMOUR SUPPRESSOR","Colorectal cancer|Cell cycle|Gastric cancer|Pathways in cancer|Hepatocellular carcinoma|TGF-beta signaling pathway|Pancreatic cancer|Chronic myeloid leukemia|Adherens junction","KEGG",1,0,"SMAD3"
"kegg_4089","SMAD4","gene","139210|174900|175050|260350|600993","A0A024R274|Q13485","TUMOUR SUPPRESSOR","Cell cycle|Pancreatic cancer|TGF-beta signaling pathway|Gastric cancer|Chronic myeloid leukemia|Colorectal cancer|Wnt signaling pathway|Adherens junction|Hepatocellular carcinoma|Pathways in cancer","KEGG",1,0,"SMAD4"
"kegg_4090","SMAD5","gene","603110","Q68DB7|Q99717",NA,"TGF-beta signaling pathway","KEGG",1,0,"SMAD5"
"kegg_4091","SMAD6","gene","602931|614823|617439","O43541",NA,"TGF-beta signaling pathway","KEGG",1,0,"SMAD6"
"kegg_4092","SMAD7","gene","602932|612229","O15105|B3KYA8",NA,"TGF-beta signaling pathway","KEGG",1,0,"SMAD7"
"kegg_4093","SMAD9","gene","603295|615342","O15198|A0A024RDR3",NA,"TGF-beta signaling pathway","KEGG",1,0,"SMAD9"
"kegg_6595","SMARCA2","gene","600014|601358|619293","B4DSC8|P51531|Q8N9Q1|F6VDE0|F6T8Q0|B4DNT1|B1ALF6|Q56A76",NA,"Hepatocellular carcinoma","KEGG",1,0,"SMARCA2"
"kegg_6597","SMARCA4","gene","603254|613325|614609","A7E2E1|P51532|B3KNW7|Q9HBD4","TUMOUR SUPPRESSOR","Hepatocellular carcinoma","KEGG",1,0,"SMARCA4"
"kegg_6598","SMARCB1","gene","162091|601607|609322|614608","Q12824|G5E975|Q9H836","TUMOUR SUPPRESSOR","Hepatocellular carcinoma","KEGG",1,0,"SMARCB1"
"kegg_6599","SMARCC1","gene","601732","Q58EY4|Q92922",NA,"Hepatocellular carcinoma","KEGG",1,0,"SMARCC1"
"kegg_6601","SMARCC2","gene","601734|618362","Q8TAQ2|F8VXC8|A0A024RB22",NA,"Hepatocellular carcinoma","KEGG",1,0,"SMARCC2"
"kegg_6602","SMARCD1","gene","601735|618779","Q96GM5",NA,"Hepatocellular carcinoma","KEGG",1,0,"SMARCD1"
"kegg_6603","SMARCD2","gene","601736|617475","Q92925|J3KMX2",NA,"Hepatocellular carcinoma","KEGG",1,0,"SMARCD2"
"kegg_6604","SMARCD3","gene","601737","Q6STE5|A0A090N8Z9",NA,"Hepatocellular carcinoma","KEGG",1,0,"SMARCD3"
"kegg_6605","SMARCE1","gene","603111|607174|616938","A0A024R1S7|Q969G3",NA,"Hepatocellular carcinoma","KEGG",1,0,"SMARCE1"
"kegg_8243","SMC1A","gene","300040|300590|301044","G8JLG1|Q14683|Q68EN4","ONCOGENE","Cell cycle","KEGG",1,0,"SMC1A"
"kegg_27127","SMC1B","gene","608685","Q8NDV3",NA,"Cell cycle","KEGG",1,0,"SMC1B"
"kegg_9126","SMC3","gene","606062|610759","Q9UQE7",NA,"Cell cycle","KEGG",1,0,"SMC3"
"kegg_6608","SMO","gene","241800|601500|601707|605462","Q99835","ONCOGENE","Basal cell carcinoma|Hedgehog signaling pathway|Pathways in cancer","KEGG",1,0,"SMO"
"kegg_57154","SMURF1","gene","605568","Q9HCE7",NA,"Hedgehog signaling pathway|TGF-beta signaling pathway","KEGG",1,0,"SMURF1"
"kegg_64750","SMURF2","gene","605532","Q96DE7|Q9HAU4",NA,"TGF-beta signaling pathway|Hedgehog signaling pathway","KEGG",1,0,"SMURF2"
"kegg_6615","SNAI1","gene","604238","O95863",NA,"Adherens junction","KEGG",1,0,"SNAI1"
"kegg_6591","SNAI2","gene","172800|602150|608890","O43623",NA,"Adherens junction","KEGG",1,0,"SNAI2"
"kegg_22938","SNW1","gene","603055","G3V3A4|Q13573",NA,"Notch signaling pathway","KEGG",1,0,"SNW1"
"kegg_8651","SOCS1","gene","603597|619375","O15524|Q4JHT5","TUMOUR SUPPRESSOR","JAK-STAT signaling pathway","KEGG",1,0,"SOCS1"
"kegg_8835","SOCS2","gene","605117","A0A024RBD2|O14508",NA,"JAK-STAT signaling pathway","KEGG",1,0,"SOCS2"
"kegg_9021","SOCS3","gene","604176","O14543|Q6FI39",NA,"JAK-STAT signaling pathway","KEGG",1,0,"SOCS3"
"kegg_122809","SOCS4","gene","616337","Q5H9R6|Q8WXH5",NA,"JAK-STAT signaling pathway","KEGG",1,0,"SOCS4"
"kegg_9655","SOCS5","gene","607094","O75159",NA,"JAK-STAT signaling pathway","KEGG",1,0,"SOCS5"
"kegg_9306","SOCS6","gene","605118","A0A024R379|O14544",NA,"JAK-STAT signaling pathway","KEGG",1,0,"SOCS6"
"kegg_30837","SOCS7","gene","608788","O14512",NA,"JAK-STAT signaling pathway","KEGG",1,0,"SOCS7"
"kegg_C01330","Sodium cation","compound",NA,NA,NA,"Calcium signaling pathway","KEGG",1,0,"Sodium cation"
"kegg_10580","SORBS1","gene","605264","Q9BX66|B4DTX5",NA,"Adherens junction|PPAR signaling pathway","KEGG",1,0,"SORBS1"
"kegg_6654","SOS1","gene","135300|182530|610733","Q07889","ONCOGENE","Glioma|mTOR signaling pathway|Renal cell carcinoma|JAK-STAT signaling pathway|Colorectal cancer|Chronic myeloid leukemia|MAPK signaling pathway|Estrogen signaling pathway|Endometrial cancer|PI3K-Akt signaling pathway|Gastric cancer|Breast cancer|Focal adhesion|Non-small cell lung cancer|Hepatocellular carcinoma|Acute myeloid leukemia|Pathways in cancer|Prostate cancer","KEGG",1,0,"SOS1"
"kegg_6655","SOS2","gene","601247|616559","Q07890",NA,"Pathways in cancer|Chronic myeloid leukemia|Breast cancer|Colorectal cancer|Hepatocellular carcinoma|Non-small cell lung cancer|Gastric cancer|Glioma|Acute myeloid leukemia|Renal cell carcinoma|JAK-STAT signaling pathway|Prostate cancer|Endometrial cancer|mTOR signaling pathway|Focal adhesion|MAPK signaling pathway|PI3K-Akt signaling pathway|Estrogen signaling pathway","KEGG",1,0,"SOS2"
"kegg_50964","SOST","gene","122860|269500|605740","Q9BQB4",NA,"Wnt signaling pathway","KEGG",1,0,"SOST"
"kegg_64321","SOX17","gene","610928|613674","Q9H6I2","ONCOGENE","Wnt signaling pathway","KEGG",1,0,"SOX17"
"kegg_6662","SOX9","gene","114290|608160","P48436","TUMOUR SUPPRESSOR","cAMP signaling pathway","KEGG",1,0,"SOX9"
"kegg_6667","SP1","gene","189906","P08047",NA,"Pathways in cancer|Breast cancer|TGF-beta signaling pathway|Estrogen signaling pathway","KEGG",1,0,"SP1"
"kegg_C06124","Sphingosine 1-phosphate","compound",NA,NA,NA,"Calcium signaling pathway","KEGG",1,0,"Sphingosine 1-phosphate"
"kegg_8877","SPHK1","gene","603730","Q53ZR5|Q9NYA1",NA,"VEGF signaling pathway|Calcium signaling pathway","KEGG",1,0,"SPHK1"
"kegg_56848","SPHK2","gene","607092","B3KV83|Q9NRA0|A0A024QZH5|E9PCV4",NA,"VEGF signaling pathway|Calcium signaling pathway","KEGG",1,0,"SPHK2"
"kegg_6688","SPI1","gene","165170|619707","P17947",NA,"Pathways in cancer|Acute myeloid leukemia","KEGG",1,0,"SPI1"
"kegg_8405","SPOP","gene","602650|618828|618829","O43791","ONCOGENE","Hedgehog signaling pathway","KEGG",1,0,"SPOP"
"kegg_339745","SPOPL","gene",NA,"Q6IQ16",NA,"Hedgehog signaling pathway","KEGG",1,0,"SPOPL"
"kegg_6696","SPP1","gene","166490","A0A024RDE6|P10451|A0A024RDE2|A0A024RDJ0|Q3LGB0|B7Z351",NA,"ECM-receptor interaction|PI3K-Akt signaling pathway|Focal adhesion","KEGG",1,0,"SPP1"
"kegg_6708","SPTA1","gene","130600|182860|266140|270970","P02549",NA,"Apoptosis","KEGG",1,0,"SPTA1"
"kegg_6709","SPTAN1","gene","182810|613477","Q13813",NA,"Apoptosis","KEGG",1,0,"SPTAN1"
"kegg_6714","SRC","gene","114500|190090|616937","P12931",NA,"Adherens junction|Focal adhesion|VEGF signaling pathway|Estrogen signaling pathway","KEGG",1,0,"SRC"
"kegg_6722","SRF","gene","600589","B4DU24|P11831|A0A024RD16",NA,"MAPK signaling pathway","KEGG",1,0,"SRF"
"kegg_6750","SST","gene","182450","P61278",NA,"cAMP signaling pathway","KEGG",1,0,"SST"
"kegg_6751","SSTR1","gene","182451","P30872|Q86SW9",NA,"cAMP signaling pathway","KEGG",1,0,"SSTR1"
